,citystate,pop,lat,lng
612,Annapolis MO,1619,37.39809,-90.670235
613,Annawan IL,1258,41.398022,-89.912949
614,Anniston AL,31583,33.653896,-85.838152
615,Annona TX,808,33.553519,-94.899226
616,Annville PA,11720,40.345608,-76.544676
617,Ansley NE,911,41.30193,-99.36452
618,Anson ME,2136,44.783107,-69.930856
619,Anson TX,3528,32.748894,-99.895301
620,Ansonia CT,19237,41.342712,-73.074211
621,Ansonia OH,2223,40.215064,-84.640642
622,Ansted WV,1902,38.13686,-81.095487
623,Antelope KS,456,38.481037,-96.96123
624,Antelope MT,125,48.696813,-104.452883
625,Antelope OR,229,44.889196,-120.791384
626,Anthon IA,1033,42.386967,-95.894765
627,Anthony FL,4109,29.304785,-82.126157
628,Anthony KS,2626,37.151206,-98.028499
629,Anthony TX,7142,31.990718,-106.597625
630,Anthony WV,1518,37.90361,-80.364692
631,Antigo WI,13238,45.131362,-89.141871
632,Antimony UT,201,38.1015,-111.993029
633,Antioch CA,62439,37.993917,-121.808906
634,Antioch IL,24299,42.464811,-88.117802
635,Antioch OH,5110,39.753063,-81.10336
636,Antioch TN,78406,36.059517,-86.659151
637,Antler ND,211,48.958525,-101.333758
638,Antlers OK,6048,34.234923,-95.625412
639,Antoine AR,129,34.028296,-93.437169
640,Anton Chico NM,753,35.159262,-105.141041
641,Anton CO,154,39.686527,-103.434296
642,Anton TX,1571,33.804278,-102.165165
643,Antonia MO,26431,38.392733,-90.431134
644,Antonino KS,23797,38.878046,-99.320134
645,Antonito CO,2267,37.085473,-106.037946
646,Antrim NH,2692,43.059547,-71.938698
647,Antwerp NY,1719,44.235775,-75.600484
648,Antwerp OH,3530,41.188736,-84.744796
649,Anvik AK,85,62.830913,-160.130441
650,Anza CA,4734,33.568812,-116.71355
651,Apache OK,3718,34.903376,-98.369483
652,Apalachicola FL,3858,29.725465,-85.006264
653,Apalachin NY,8153,42.055579,-76.15194
654,Apex NC,30831,35.722504,-78.840816
655,Apison TN,3730,35.014926,-85.016404
656,Aplington IA,1850,42.587039,-92.875141
657,Apollo Beach FL,14117,27.771553,-82.410199
658,Apollo PA,13933,40.556481,-79.577158
659,Apopka FL,41769,28.711976,-81.513615
660,Appam ND,213,48.585803,-103.422154
661,Apple Creek OH,7819,40.755118,-81.809256
662,Apple Grove WV,1034,38.713066,-82.172556
663,Apple River IL,1179,42.471432,-90.120145
664,Apple Springs TX,1070,31.226923,-94.981152
665,Apple Valley CA,77467,34.529081,-117.2132
666,Apple Valley MN,49084,44.746147,-93.20776
667,Appleby TX,14910,31.618534,-94.651093
668,Applegate CA,897,38.995487,-120.990511
669,Applegate MI,1439,43.361899,-82.647865
670,Applegate OR,6916,42.254894,-123.028098
671,Appleton City MO,1859,38.184779,-94.0229
672,Appleton MN,2066,45.20543,-95.994872
673,Appleton NY,1467,43.310535,-78.637217
674,Appleton WA,200,45.909041,-121.148618
675,Appleton WI,99004,44.277325,-88.397649
676,Appling GA,6321,33.627088,-82.285631
677,Appomattox VA,9213,37.352951,-78.822445
678,Aptos CA,23974,36.978477,-121.891979
679,Aquasco MD,919,38.582496,-76.714947
680,Aquilla TX,1015,31.858882,-97.22577
681,Arab AL,16778,34.328339,-86.489638
682,Arabi GA,1263,31.862923,-83.72856
683,Arabi LA,3635,29.961154,-89.996497
684,Aragon GA,4708,34.066556,-85.069559
685,Aragon NM,161,33.88592,-108.546589
686,Aransas Pass TX,11949,27.909498,-97.159091
687,Arapaho OK,1194,35.578864,-98.959508
688,Arapahoe CO,238,38.841716,-102.19401
689,Arapahoe NC,1502,35.0055,-76.814909
690,Arapahoe NE,1336,40.302662,-99.899697
691,Arapahoe WY,423,42.967936,-108.494134
692,Ararat NC,2162,36.386932,-80.608887
693,Ararat VA,2715,36.613946,-80.50934
694,Arbela MO,513,40.486299,-92.004741
695,Arboles CO,270,37.101633,-107.390749
696,Arbon ID,137,42.502634,-112.558481
697,Arbovale WV,590,38.454575,-79.793403
698,Arbuckle CA,4685,39.013787,-122.027405
699,Arbuckle WV,3535,38.753046,-81.909244
700,Arbyrd MO,970,36.050104,-90.228355
701,Arcade NY,5672,42.562995,-78.413418
702,Arcadia CA,65810,34.132389,-118.026374
703,Arcadia IA,761,42.057279,-95.03714
704,Arcadia IL,26992,39.729269,-90.236238
705,Arcadia IN,3308,40.17758,-86.040882
706,Arcadia KS,610,37.634113,-94.654782
707,Arcadia LA,4531,32.555643,-92.924529
708,Arcadia MI,680,44.523157,-86.206057
709,Arcadia MO,1228,37.570054,-90.592768
710,Arcadia NE,596,41.429305,-99.120468
711,Arcadia OH,1202,41.111562,-83.50195
712,Arcadia OK,2178,35.6543,-97.324289
713,Arcadia TX,5315,29.380259,-95.129003
714,Arcadia WI,5152,44.253937,-91.480453
715,Archbold OH,6933,41.533255,-84.304833
716,Archdale NC,21414,35.910757,-79.961764
717,Archer FL,7732,29.559738,-82.51084
718,Archer IA,282,43.117917,-95.741656
719,Archer NE,180,41.178156,-98.118151
720,Archie MO,2271,38.498612,-94.362992
721,Arco ID,1644,43.635521,-113.317559
722,Arco MN,238,44.409147,-96.199913
723,Arcola IL,4463,39.687001,-88.303679
724,Arcola MO,206,37.531254,-93.858718
725,Arctic Village AK,152,68.077395,-145.423115
726,Ardara PA,387,40.362993,-79.733533
727,Arden NC,18821,35.463666,-82.535372
728,Ardmore AL,5146,34.980447,-86.834612
729,Ardmore PA,12519,40.001971,-75.29665
730,Ardmore TN,3184,35.057445,-86.879555
731,Ardsley NY,5487,41.011332,-73.841311
732,Aredale IA,168,42.854852,-92.97688
733,Arena WI,1947,43.152111,-89.938614
734,Arenzville IL,1067,39.897927,-90.363595
735,Argillite KY,1852,38.432228,-82.809442
736,Argo IL,11626,41.784245,-87.807468
737,Argo KY,1073,37.530336,-82.073522
738,Argonia KS,827,37.283966,-97.755678
739,Argonne IL,22919,41.695076,-88.023558
740,Argos IN,3856,41.230827,-86.250573
741,Argus CA,1818,35.760817,-117.382992
742,Argusville ND,854,47.10664,-96.905764
743,Argyle IA,594,40.565658,-91.563896
744,Argyle MN,1022,48.331418,-96.867096
745,Argyle MO,414,38.298619,-92.015456
746,Argyle NY,3528,43.238084,-73.464076
747,Argyle TX,18419,33.106244,-97.159977
748,Argyle WI,2084,42.695532,-89.859834
749,Ariel WA,1017,45.995154,-122.46769
750,Arimo ID,671,42.559953,-112.174649
751,Arion IA,233,41.950406,-95.46233
752,Ariton AL,2770,31.582996,-85.707716
753,Arjay KY,1239,36.828342,-83.641537
754,Arkadelphia AR,15637,34.11525,-93.068989
755,Arkansas City AR,405,33.614328,-91.232529
756,Arkansas City KS,16535,37.067593,-97.035658
757,Arkansaw WI,1373,44.626659,-92.056646
758,Arkdale WI,1826,44.052886,-89.896215
759,Arkoma OK,1992,35.343352,-94.440311
760,Arkport NY,3076,42.422466,-77.691778
761,Arkville NY,823,42.082262,-74.554453
762,Arlee MT,2377,47.186035,-114.075978
763,Arleta CA,103689,34.258081,-118.420692
764,Arley AL,3597,34.063234,-87.182761
765,Arlington AL,472,32.066784,-87.559691
766,Arlington AZ,752,33.313317,-112.789058
767,Arlington CO,14,38.40677,-103.369741
768,Arlington Height IL,79890,42.111619,-87.979099
769,Arlington IA,885,42.733827,-91.666814
770,Arlington IL,474,41.443669,-89.221949
771,Arlington IN,970,39.648791,-85.582775
772,Arlington KS,765,37.859795,-98.159045
773,Arlington KY,1505,36.800117,-88.943835
774,Arlington MN,3227,44.615279,-94.076195
775,Arlington NE,2150,41.441654,-96.306974
776,Arlington NY,42810,41.676775,-73.885217
777,Arlington OH,2620,40.876109,-83.668536
778,Arlington OR,851,45.666417,-120.197148
779,Arlington SD,2062,44.366769,-97.068734
780,Arlington TN,38927,35.275171,-89.729502
781,Arlington TX,309552,32.778494,-97.083425
782,Arlington VA,208058,38.887103,-77.093197
783,Arlington VT,3408,43.085681,-73.159364
784,Arlington WA,40815,48.18293,-122.112126
785,Arlington WI,1351,43.326868,-89.363082
786,Armada MI,5379,42.840903,-82.889905
787,Armagh PA,922,40.442452,-79.013055
788,Armbrust PA,23,40.236097,-79.553884
789,Armington IL,613,40.317046,-89.321775
790,Arminto WY,10,43.120883,-107.343611
791,Armona CA,4143,36.309459,-119.705279
792,Armonk NY,7987,41.136002,-73.700942
793,Armour SD,1128,43.316045,-98.341372
794,Armstrong Creek WI,418,45.67261,-88.490847
795,Armstrong IA,1452,43.402423,-94.485305
796,Armstrong IL,375,40.217548,-87.894256
797,Armstrong Mills OH,2070,39.956304,-80.882181
798,Armstrong MO,703,39.256585,-92.708976
799,Armstrong TX,37,26.738706,-97.709291
800,Armuchee GA,2294,34.441082,-85.184298
801,Arnaudville LA,9780,30.398054,-91.926285
802,Arnegard ND,313,47.808832,-103.453837
803,Arnett WV,604,37.850214,-81.435484
804,Arnold KS,63,38.609122,-100.012003
805,Arnold MD,21317,39.047587,-76.49406
806,Arnold MO,35439,38.430484,-90.387046
807,Arnold NE,931,41.445583,-100.156731
808,Arnold PA,38785,40.571179,-79.741547
809,Arnolds Park IA,1140,43.36358,-95.131261
810,Arnoldsburg WV,1200,38.822704,-81.155135
811,Arnoldsville GA,1440,33.880338,-83.234137
812,Aroda VA,874,38.325626,-78.236615
813,Aroma Park IL,538,41.094653,-87.771887
814,Aromas CA,3918,36.878522,-121.639781
815,Arona PA,367,40.26799,-79.659104
816,Arp TX,3937,32.241758,-95.063908
817,Arpin WI,2392,44.54194,-90.037049
818,Arrey NM,829,32.802057,-107.354368
819,Arriba CO,327,39.30253,-103.270968
820,Arrington TN,1855,35.904876,-86.564515
821,Arrowsmith IL,549,40.411966,-88.629648
822,Arroyo Hondo NM,1007,36.531848,-105.621998
823,Arroyo Seco NM,1345,36.504568,-105.594609
824,Arsenal PA,12713,40.474536,-79.952524
825,Art TX,125,30.775419,-99.093732
826,Artas SD,1286,45.769768,-99.615926
827,Artemas PA,368,39.757465,-78.40314
828,Artemus KY,681,36.838837,-83.832886
829,Artesia NM,17217,32.838355,-104.407401
830,Arthur City TX,1118,33.840031,-95.494037
831,Arthur IA,394,42.336283,-95.367519
832,Arthur IL,4860,39.707679,-88.455509
833,Arthur ND,427,47.104774,-97.209737
834,Arthur NE,400,41.573952,-101.693123
835,Artie WV,210,37.918139,-81.378772
836,Arundel ME,23146,43.483647,-70.471928
837,Arvada CO,114849,39.794533,-105.098402
838,Arvada WY,216,44.689876,-106.109191
839,Arvilla ND,367,47.909292,-97.487124
840,Arvin CA,20938,35.196629,-118.8336
841,Arvonia VA,851,37.671355,-78.38888
842,Ary KY,380,37.354364,-83.139253
843,Asbury MO,731,37.294168,-94.565484
844,Asbury WV,558,37.848766,-80.565319
845,Asco WV,927,37.468339,-81.667889
846,Ash Fork AZ,1885,35.214998,-112.502681
847,Ash Grove MO,3746,37.315972,-93.57813
848,Ash NC,3886,34.065871,-78.505637
849,Ashaway RI,2607,41.423054,-71.783745
850,Ashburn GA,6474,31.705877,-83.660775
851,Ashburn MO,68,39.52904,-91.187651
852,Ashburnham MA,6089,42.649614,-71.92666
853,Ashby MA,3074,42.674462,-71.817369
854,Ashby MN,1185,46.078066,-95.821417
855,Ashby NE,239,41.977578,-101.963581
856,Ashcamp KY,976,37.258909,-82.461269
857,Ashdown AR,8925,33.678711,-94.135102
858,Asher OK,1252,34.984862,-96.876326
859,Asherton TX,1219,28.436421,-99.748611
860,Asheville NC,120389,35.597075,-82.556533
861,Ashfield MA,1506,42.523207,-72.810998
862,Ashford AL,6187,31.1888,-85.253488
863,Ashford WA,759,46.753121,-121.989791
864,Ashford WV,1153,38.182291,-81.711324
865,Ashkum IL,1372,40.884431,-87.941148
866,Ashland AL,5103,33.247363,-85.828976
867,Ashland City TN,17184,36.273132,-87.044719
868,Ashland KS,1117,37.182345,-99.75904
869,Ashland KY,21712,38.461255,-82.644721
870,Ashland MA,16593,42.253909,-71.458347
871,Ashland ME,1670,46.618438,-68.387608
872,Ashland MO,5704,38.787771,-92.253662
873,Ashland MT,1160,45.58275,-106.279722
874,Ashland NE,4284,41.05411,-96.39041
875,Ashland NH,2076,43.703428,-71.612085
876,Ashland NY,173,42.237174,-74.307925
877,Ashland OH,32345,40.855892,-82.318931
878,Ashland OR,24469,42.188509,-122.693033
879,Ashland PA,7676,40.773231,-76.342972
880,Ashland VA,15227,37.73948,-77.478373
881,Ashley Falls MA,829,42.059552,-73.320195
882,Ashley IL,1457,38.306002,-89.231115
883,Ashley IN,1583,41.534651,-85.050385
884,Ashley MI,1676,43.189103,-84.48796
885,Ashley ND,1150,46.053677,-99.3164
886,Ashley OH,2917,40.416264,-82.954201
887,Ashley PA,16105,41.206709,-75.918157
888,Ashmore IL,1344,39.525428,-88.034097
889,Ashtabula OH,33421,41.867877,-80.794681
890,Ashton IA,875,43.305259,-95.765509
891,Ashton ID,2539,43.988078,-111.619526
892,Ashton IL,1759,41.864327,-89.2086
893,Ashton MD,1875,39.151027,-76.99242
894,Ashton NE,386,41.267184,-98.803352
895,Ashton WV,729,38.657102,-82.108907
896,Ashuelot NH,395,42.785057,-72.434899
897,Ashville AL,7319,33.837366,-86.255167
898,Ashville NY,3540,42.108376,-79.405624
899,Ashville OH,10697,39.731576,-82.944567
900,Ashville PA,1535,40.551266,-78.534639
901,Ashwaubenon WI,28153,44.505525,-88.066799
902,Ashwood OR,61,44.719479,-120.719161
903,Askew MS,1910,34.453966,-90.185524
904,Askov MN,1128,46.196408,-92.752812
905,Asotin WA,1875,46.134318,-117.001548
906,Aspen CO,9921,39.195139,-106.823593
907,Aspen Hill MD,64696,39.081041,-77.063233
908,Aspermont TX,1350,33.130059,-100.234372
909,Aspers PA,3059,39.976533,-77.228657
910,Aspinwall PA,12615,40.499225,-79.917513
911,Assaria KS,1146,38.667596,-97.62032
912,Assawoman VA,155,37.86629,-75.52966
913,Assonet MA,4125,41.797458,-71.060736
914,Assumption IL,1669,39.509489,-89.039807
915,Astatula FL,2500,28.708754,-81.719473
916,Aston PA,21206,39.864282,-75.43321
917,Astor FL,2565,29.165031,-81.539929
918,Astoria IL,1921,40.231144,-90.344254
919,Astoria NY,173960,40.750316,-73.939393
920,Astoria OR,16859,46.155802,-123.79798
921,Astoria SD,485,44.573515,-96.541634
922,Atalissa IA,861,41.561443,-91.174764
923,Atascadero CA,31375,35.475439,-120.663838
924,Atascosa TX,8255,29.270501,-98.74212
925,Atchison KS,13755,39.559411,-95.130408
926,Atglen PA,3066,39.945782,-75.970343
927,Athelstane WI,1051,45.422819,-88.175282
928,Athena OR,1302,45.828893,-118.497147
929,Athens AL,25251,34.803604,-86.970733
930,Athens GA,111907,33.976097,-83.363174
931,Athens LA,989,32.645073,-93.023875
932,Athens ME,1048,44.938844,-69.669482
933,Athens MI,2285,42.102962,-85.231742
934,Athens NY,3010,42.2736,-73.815175
935,Athens OH,34122,39.317824,-82.102011
936,Athens PA,6162,41.949002,-76.488855
937,Athens TN,25461,35.457389,-84.604261
938,Athens TX,17253,32.193499,-95.84318
939,Athens WV,2063,37.432298,-80.997362
940,Atherton CA,7089,37.456255,-122.200198
941,Athol ID,6150,47.92674,-116.731821
942,Athol KS,157,39.771872,-98.907733
943,Athol NY,627,43.483872,-73.881695
944,Athol SD,291,45.012833,-98.442549
945,Atkins AR,6765,35.244948,-92.950696
946,Atkins IA,2303,41.988103,-91.875966
947,Atkins VA,1977,36.866532,-81.404791
948,Atkinson IL,1391,41.41619,-90.022482
949,Atkinson NC,1521,34.530445,-78.167108
950,Atkinson NE,2212,42.548279,-98.976087
951,Atkinson NH,6753,42.836981,-71.1603
952,Atlanta GA,709310,33.752504,-84.388846
953,Atlanta ID,41,43.567436,-115.357042
954,Atlanta IL,2321,40.258624,-89.230021
955,Atlanta IN,2161,40.146964,-85.933945
956,Atlanta KS,556,37.434309,-96.766135
957,Atlanta LA,797,31.873583,-92.764125
958,Atlanta MI,3618,44.992371,-84.147982
959,Atlanta MO,868,39.914639,-92.475019
960,Atlanta NE,131,40.384901,-99.484354
961,Atlanta NY,591,42.556269,-77.480091
962,Atlanta TX,11007,33.10898,-94.164617
963,Atlantic Beach FL,23673,30.348258,-81.415866
964,Atlantic Beach NY,2653,40.588652,-73.725545
965,Atlantic City NJ,39554,39.366411,-74.431727
966,Atlantic Highlan NJ,8574,40.40772,-74.032411
967,Atlantic IA,8494,41.400279,-95.010123
968,Atlantic Mine MI,2005,47.093663,-88.661318
969,Atlantic NC,694,34.888827,-76.352097
970,Atlantic PA,1409,41.533313,-80.286251
971,Atmautluak AK,7632,60.832389,-161.824053
972,Atmore AL,18355,31.057245,-87.487347
973,Atoka OK,10112,34.34451,-96.141827
974,Atoka TN,9866,35.421337,-89.8216
975,Attalla AL,12416,34.029597,-86.096717
976,Atterbury IL,6154,40.011529,-89.847874
977,Attica IN,6321,40.281127,-87.224108
978,Attica KS,856,37.25277,-98.226425
979,Attica MI,5682,43.054673,-83.166842
980,Attica NY,9822,42.849918,-78.279826
981,Attleboro MA,43593,41.929599,-71.30092
982,Atwater CA,37073,37.353154,-120.600837
983,Atwater MN,2339,45.111645,-94.793779
984,Atwater OH,6917,41.033487,-81.198456
985,Atwood CO,349,40.517432,-103.039301
986,Atwood IL,1684,39.804368,-88.449446
987,Atwood KS,1612,39.792607,-101.031766
988,Atwood OK,387,34.919194,-96.357703
989,Atwood TN,1849,35.966345,-88.624656
990,Au Gres MI,3238,44.033802,-83.702024
991,Au Sable Chasm NY,36,44.521594,-73.508976
992,Au Sable Forks NY,1998,44.44994,-73.685672
993,Au Train MI,627,46.428231,-86.779327
994,Auberry CA,3862,37.072635,-119.457202
995,Aubrey AR,135,34.702727,-90.911331
996,Aubrey TX,22141,33.291997,-96.987866
997,Auburn AL,33201,32.602043,-85.489001
998,Auburn CA,27844,38.928311,-121.084347
999,Auburn Hills MI,20298,42.658345,-83.237489
1000,Auburn IL,5748,39.591787,-89.744033
1001,Auburn IN,18630,41.359001,-85.046848
1002,Auburn KS,2955,38.916673,-95.819938
1003,Auburn KY,5407,36.881755,-86.719813
1004,Auburn MA,16075,42.205502,-71.839144
1005,Auburn ME,23045,44.094785,-70.238978
1006,Auburn MI,6554,43.607988,-84.10267
1007,Auburn NE,4389,40.378889,-95.852646
1008,Auburn NH,4953,42.992529,-71.344892
1009,Auburn NY,39506,42.929958,-76.562605
1010,Auburn PA,4783,40.596157,-76.13439
1011,Auburn WA,31647,47.30503,-122.206741
1012,Auburn WV,320,39.086382,-80.883656
1013,Auburn WY,519,42.805114,-110.994415
1014,Auburndale FL,28874,28.072443,-81.812234
1015,Auburndale WI,2181,44.637836,-90.013577
1016,Auburntown TN,793,35.974392,-86.107532
1017,Audubon IA,3325,41.730032,-94.916412
1018,Audubon MN,1878,46.871887,-95.988136
1019,Audubon NJ,9874,39.891035,-75.072425
1020,Augusta AR,2603,35.278806,-91.352653
1021,Augusta GA,42111,33.460084,-81.972959
1022,Augusta IL,860,40.234109,-90.955416
1023,Augusta KS,13890,37.683606,-96.964772
1024,Augusta KY,2510,38.762991,-83.995352
1025,Augusta ME,26086,44.323228,-69.766548
1026,Augusta MI,3339,42.356313,-85.354012
1027,Augusta MO,1292,38.572767,-90.881471
1028,Augusta MT,666,47.453739,-112.388304
1029,Augusta NJ,887,41.145086,-74.684753
1030,Augusta WI,4016,44.694737,-91.123154
1031,Augusta WV,5663,39.299821,-78.593089
1032,Aulander NC,3992,36.147452,-77.114086
1033,Ault CO,2791,40.593772,-104.735629
1034,Aultman PA,294,40.540083,-79.219791
1035,Aurelia IA,1491,42.69122,-95.438086
1036,Aurora CO,389246,39.736788,-104.864618
1037,Aurora IA,481,42.620317,-91.733469
1038,Aurora IL,167505,41.752269,-88.245281
1039,Aurora IN,10422,39.071897,-84.945188
1040,Aurora KS,179,39.447188,-97.530411
1041,Aurora ME,176,44.886113,-68.295929
1042,Aurora MN,3299,47.495096,-92.241486
1043,Aurora NC,2331,35.302282,-76.799448
1044,Aurora NE,5475,40.852838,-98.020107
1045,Aurora NY,1914,42.747231,-76.67749
1046,Aurora OR,5623,45.228432,-122.803881
1047,Aurora SD,863,44.283786,-96.704268
1048,Austerlitz NY,435,42.322272,-73.454965
1049,Austin AR,6708,35.028369,-91.959398
1050,Austin CO,1655,38.797544,-107.97384
1051,Austin IN,7255,38.747801,-85.796188
1052,Austin KY,840,36.812376,-85.98503
1053,Austin MN,28483,43.669538,-92.978374
1054,Austin NV,550,39.507986,-117.081063
1055,Austin PA,1392,41.629649,-78.090812
1056,Austin TX,880108,30.271289,-97.742559
1057,Austin UT,3652,38.645305,-112.132434
1058,Austinburg OH,1667,41.75536,-80.858422
1059,Austintown OH,27766,41.093903,-80.743966
1060,Austinville VA,2401,36.819461,-80.858322
1061,Austonio TX,12012,31.315067,-95.46833
1062,Autaugaville AL,1975,32.462462,-86.714938
1063,Autryville NC,4627,35.099673,-78.602111
1064,Auxier KY,819,37.721847,-82.767736
1065,Auxvasse MO,3334,39.012184,-91.885801
1066,Ava IL,2164,37.879286,-89.465366
1067,Ava MO,9403,36.940717,-92.676544
1068,Ava NY,1153,43.344519,-75.450919
1069,Avalon CA,4090,33.331963,-118.343706
1070,Avalon NJ,1444,39.095095,-74.726177
1071,Avalon WI,354,42.65979,-88.837142
1072,Avella PA,3579,40.273386,-80.456503
1073,Avenal CA,15529,35.987667,-120.122716
1074,Avenel NJ,16305,40.582568,-74.278522
1075,Avenue MD,1120,38.282624,-76.746553
1076,Avera GA,741,33.140997,-82.514965
1077,Averill Park NY,7930,42.636511,-73.550437
1078,Averill VT,20,44.992304,-71.700268
1079,Avery ID,68,47.271431,-115.866012
1080,Avery TX,1806,33.533935,-94.786708
1081,Avilla IN,4679,41.36894,-85.241418
1082,Avilla MO,125,37.194709,-94.117043
1083,Avinger TX,2588,32.848514,-94.579534
1084,Avoca IA,2036,41.476834,-95.350872
1085,Avoca MN,361,43.970553,-95.600152
1086,Avoca NE,515,40.815941,-96.095736
1087,Avoca PA,6812,41.330857,-75.744655
1088,Avoca TX,175,32.883225,-99.69642
1089,Avoca WI,1125,43.157137,-90.288859
1090,Avon By The Sea NJ,1901,40.191796,-74.016737
1091,Avon CT,18385,41.790498,-72.865323
1092,Avon IL,1747,40.654947,-90.446053
1093,Avon IN,30309,39.716036,-86.395061
1094,Avon Lake OH,22581,41.501904,-82.011094
1095,Avon MA,4356,42.125825,-71.043738
1096,Avon MN,5120,45.612168,-94.436029
1097,Avon NY,7142,42.903034,-77.727398
1098,Avon OH,21193,41.446713,-82.020359
